type,mean_1,stddev_1,mean_2,stddev_2,results,time,age,gender,smoker,background,date,condition,experiment,ID
Experiment,0.3,0.04,0.3,0.1,4,7.99,24,gender_female,smoker_no,Accounting,2018Feb1,T2,,150
Control,0.2,0.1,-0.4,0.1,5,4.879,24,gender_female,smoker_no,Accounting,2018Feb1,T2,,150
Experiment,0.0,0.3,0.0,0.1,4,8.856,24,gender_female,smoker_no,Accounting,2018Feb1,T2,,150
Control,0.2,0.1,-0.4,0.1,3,5.413,24,gender_female,smoker_no,Accounting,2018Feb1,T2,,150
Control,0.2,0.1,-0.4,0.1,4,7.11,24,gender_female,smoker_no,Accounting,2018Feb1,T2,,150
Experiment,0.4,0.04,0.4,0.1,4,4.34,24,gender_female,smoker_no,Accounting,2018Feb1,T2,,150
Experiment,0.4,0.3,0.4,0.1,4,6.342,24,gender_female,smoker_no,Accounting,2018Feb1,T2,,150
Diversion,0.2,0.1,0.2,0.3,5,3.036,24,gender_female,smoker_no,Accounting,2018Feb1,T2,,150
Experiment,0.0,0.3,0.0,0.1,4,6.824,22,gender_female,smoker_no,medicine,2018Feb1,T2,,151
Experiment,0.1,0.3,0.1,0.1,3,8.013,22,gender_female,smoker_no,medicine,2018Feb1,T2,,151
Experiment,0.0,0.04,0.0,0.1,5,5.133,22,gender_female,smoker_no,medicine,2018Feb1,T2,,151
Control,0.3,0.1,0.2,0.1,4,6.813,22,gender_female,smoker_no,medicine,2018Feb1,T2,,151
Experiment,-0.4,0.04,-0.4,0.1,4,8.564,22,gender_female,smoker_no,medicine,2018Feb1,T2,,151
Experiment,0.4,0.04,0.4,0.1,4,7.81,22,gender_female,smoker_no,medicine,2018Feb1,T2,,151
Control,0.3,0.1,0.2,0.1,5,6.588,22,gender_female,smoker_no,medicine,2018Feb1,T2,,151
Experiment,0.2,0.3,0.2,0.1,4,6.152,22,gender_female,smoker_no,medicine,2018Feb1,T2,,151
Experiment,0.4,0.3,0.4,0.1,4,6.243,22,gender_female,smoker_no,medicine,2018Feb1,T2,,151
Experiment,0.0,0.3,0.0,0.1,3,7.94,22,gender_female,smoker_no,medicine,2018Feb1,T2,,151
Experiment,-0.3,0.3,-0.3,0.1,4,9.113,22,gender_female,smoker_no,medicine,2018Feb1,T2,,151
Diversion,0.3,0.1,0.3,0.3,5,5.185,22,gender_female,smoker_no,medicine,2018Feb1,T2,,151
Control,0.3,0.1,0.2,0.1,4,5.495,22,gender_female,smoker_no,medicine,2018Feb1,T2,,151
Control,0.3,0.1,0.2,0.1,4,7.913,22,gender_female,smoker_no,medicine,2018Feb1,T2,,151
Experiment,-0.3,0.04,-0.3,0.1,4,5.703,22,gender_female,smoker_no,medicine,2018Feb1,T2,,151
Experiment,0.2,0.04,0.2,0.1,5,6.02,22,gender_female,smoker_no,medicine,2018Feb1,T2,,151
Experiment,-0.2,0.3,-0.2,0.1,3,8.045,22,gender_female,smoker_no,medicine,2018Feb1,T2,,151
Diversion,0.3,0.1,0.3,0.3,5,4.437,22,gender_female,smoker_no,medicine,2018Feb1,T2,,151
Experiment,0.3,0.3,0.3,0.1,4,5.752,22,gender_female,smoker_no,medicine,2018Feb1,T2,,151
Experiment,-0.1,0.3,-0.1,0.1,4,6.477,22,gender_female,smoker_no,medicine,2018Feb1,T2,,151
Experiment,-0.4,0.3,-0.4,0.1,4,7.823,22,gender_female,smoker_no,medicine,2018Feb1,T2,,151
Diversion,0.3,0.1,0.3,0.3,5,4.521,22,gender_female,smoker_no,medicine,2018Feb1,T2,,151
Experiment,-0.1,0.04,-0.1,0.1,4,5.355,22,gender_female,smoker_no,medicine,2018Feb1,T2,,151
Experiment,0.3,0.04,0.3,0.1,5,4.883,22,gender_female,smoker_no,medicine,2018Feb1,T2,,151
Experiment,0.0,0.04,0.0,0.1,5,4.076,22,gender_female,smoker_no,medicine,2018Feb1,T2,,151
Experiment,-0.2,0.04,-0.2,0.1,4,4.569,22,gender_female,smoker_no,medicine,2018Feb1,T2,,151
Experiment,0.1,0.04,0.1,0.1,4,5.954,22,gender_female,smoker_no,medicine,2018Feb1,T2,,151
Control,0.3,0.1,0.2,0.1,4,5.637,22,gender_female,smoker_no,medicine,2018Feb1,T2,,151
Experiment,0.4,0.3,0.4,0.1,2,3.162,21,gender_female,smoker_no,Bachelor of Economics,2018Feb1,T2,,152
Experiment,-0.2,0.04,-0.2,0.1,3,3.689,21,gender_female,smoker_no,Bachelor of Economics,2018Feb1,T2,,152
Experiment,0.0,0.3,0.0,0.1,2,3.552,21,gender_female,smoker_no,Bachelor of Economics,2018Feb1,T2,,152
Diversion,0.2,0.1,0.2,0.3,5,3.244,21,gender_female,smoker_no,Bachelor of Economics,2018Feb1,T2,,152
Experiment,0.0,0.04,0.0,0.1,3,4.652,21,gender_female,smoker_no,Bachelor of Economics,2018Feb1,T2,,152
Experiment,0.3,0.04,0.3,0.1,3,4.034,21,gender_female,smoker_no,Bachelor of Economics,2018Feb1,T2,,152
Control,0.2,0.1,0.2,0.1,3,6.113,21,gender_female,smoker_no,Bachelor of Economics,2018Feb1,T2,,152
Experiment,-0.4,0.04,-0.4,0.1,3,6.088,21,gender_female,smoker_no,Bachelor of Economics,2018Feb1,T2,,152
Diversion,0.2,0.1,0.2,0.3,5,3.025,21,gender_female,smoker_no,Bachelor of Economics,2018Feb1,T2,,152
Experiment,-0.3,0.04,-0.3,0.1,3,3.671,21,gender_female,smoker_no,Bachelor of Economics,2018Feb1,T2,,152
Experiment,-0.3,0.3,-0.3,0.1,2,3.218,21,gender_female,smoker_no,Bachelor of Economics,2018Feb1,T2,,152
Experiment,-0.4,0.3,-0.4,0.1,2,2.675,21,gender_female,smoker_no,Bachelor of Economics,2018Feb1,T2,,152
Control,0.2,0.1,0.2,0.1,3,2.865,21,gender_female,smoker_no,Bachelor of Economics,2018Feb1,T2,,152
Control,0.2,0.1,0.2,0.1,3,3.377,21,gender_female,smoker_no,Bachelor of Economics,2018Feb1,T2,,152
Control,0.2,0.1,0.2,0.1,2,3.189,21,gender_female,smoker_no,Bachelor of Economics,2018Feb1,T2,,152
Experiment,0.0,0.04,0.0,0.1,3,3.315,21,gender_female,smoker_no,Bachelor of Economics,2018Feb1,T2,,152
Control,0.2,0.1,0.2,0.1,2,2.508,21,gender_female,smoker_no,Bachelor of Economics,2018Feb1,T2,,152
Experiment,0.2,0.04,0.2,0.1,3,4.034,21,gender_female,smoker_no,Bachelor of Economics,2018Feb1,T2,,152
Experiment,0.3,0.3,0.3,0.1,2,3.027,21,gender_female,smoker_no,Bachelor of Economics,2018Feb1,T2,,152
Experiment,0.2,0.3,0.2,0.1,2,2.68,21,gender_female,smoker_no,Bachelor of Economics,2018Feb1,T2,,152
Experiment,-0.2,0.3,-0.2,0.1,3,4.536,21,gender_female,smoker_no,Bachelor of Economics,2018Feb1,T2,,152
Experiment,0.4,0.04,0.4,0.1,3,2.803,21,gender_female,smoker_no,Bachelor of Economics,2018Feb1,T2,,152
Experiment,-0.1,0.3,-0.1,0.1,2,2.725,21,gender_female,smoker_no,Bachelor of Economics,2018Feb1,T2,,152
Diversion,0.2,0.1,0.2,0.3,5,3.125,21,gender_female,smoker_no,Bachelor of Economics,2018Feb1,T2,,152
Experiment,0.1,0.04,0.1,0.1,3,3.687,21,gender_female,smoker_no,Bachelor of Economics,2018Feb1,T2,,152
Experiment,0.1,0.3,0.1,0.1,2,2.844,21,gender_female,smoker_no,Bachelor of Economics,2018Feb1,T2,,152
Experiment,-0.1,0.04,-0.1,0.1,2,2.7,21,gender_female,smoker_no,Bachelor of Economics,2018Feb1,T2,,152
Experiment,0.0,0.3,0.0,0.1,2,2.792,21,gender_female,smoker_no,Bachelor of Economics,2018Feb1,T2,,152
Control,-0.3,0.1,0.0,0.1,3,7.821,26,gender_female,smoker_yes,fine arts,2018Feb1,T2,,153
Experiment,0.4,0.04,0.4,0.1,4,8.487,26,gender_female,smoker_yes,fine arts,2018Feb1,T2,,153
Experiment,0.3,0.3,0.3,0.1,2,7.687,26,gender_female,smoker_yes,fine arts,2018Feb1,T2,,153
Experiment,-0.1,0.3,-0.1,0.1,2,10.998,26,gender_female,smoker_yes,fine arts,2018Feb1,T2,,153
Experiment,0.0,0.04,0.0,0.1,3,10.06,26,gender_female,smoker_yes,fine arts,2018Feb1,T2,,153
Experiment,-0.2,0.3,-0.2,0.1,2,10.021,26,gender_female,smoker_yes,fine arts,2018Feb1,T2,,153
Diversion,-0.3,0.1,-0.3,0.3,5,4.908,26,gender_female,smoker_yes,fine arts,2018Feb1,T2,,153
Control,-0.3,0.1,0.0,0.1,3,12.835,26,gender_female,smoker_yes,fine arts,2018Feb1,T2,,153
Experiment,-0.4,0.3,-0.4,0.1,2,9.027,26,gender_female,smoker_yes,fine arts,2018Feb1,T2,,153
Experiment,0.4,0.3,0.4,0.1,3,9.881,26,gender_female,smoker_yes,fine arts,2018Feb1,T2,,153
Experiment,-0.4,0.04,-0.4,0.1,3,7.458,26,gender_female,smoker_yes,fine arts,2018Feb1,T2,,153
Control,-0.3,0.1,0.0,0.1,2,9.869,26,gender_female,smoker_yes,fine arts,2018Feb1,T2,,153
Control,-0.3,0.1,0.0,0.1,0,0.0,26,gender_female,smoker_yes,fine arts,2018Feb1,T2,,153
Experiment,0.0,0.3,0.0,0.1,2,6.48,26,gender_female,smoker_yes,fine arts,2018Feb1,T2,,153
Experiment,0.3,0.04,0.3,0.1,3,6.826,26,gender_female,smoker_yes,fine arts,2018Feb1,T2,,153
Diversion,-0.3,0.1,-0.3,0.3,5,5.289,26,gender_female,smoker_yes,fine arts,2018Feb1,T2,,153
Experiment,0.0,0.3,0.0,0.1,2,4.775,26,gender_female,smoker_yes,fine arts,2018Feb1,T2,,153
Experiment,-0.3,0.04,-0.3,0.1,3,11.559,26,gender_female,smoker_yes,fine arts,2018Feb1,T2,,153
Control,-0.3,0.1,0.0,0.1,3,7.609,26,gender_female,smoker_yes,fine arts,2018Feb1,T2,,153
Experiment,-0.1,0.04,-0.1,0.1,3,9.241,26,gender_female,smoker_yes,fine arts,2018Feb1,T2,,153
Experiment,-0.2,0.04,-0.2,0.1,2,6.678,26,gender_female,smoker_yes,fine arts,2018Feb1,T2,,153
Experiment,0.1,0.04,0.1,0.1,4,7.071,26,gender_female,smoker_yes,fine arts,2018Feb1,T2,,153
Experiment,0.2,0.04,0.2,0.1,3,7.483,26,gender_female,smoker_yes,fine arts,2018Feb1,T2,,153
Experiment,0.2,0.3,0.2,0.1,2,5.06,26,gender_female,smoker_yes,fine arts,2018Feb1,T2,,153
Experiment,0.0,0.04,0.0,0.1,3,9.002,26,gender_female,smoker_yes,fine arts,2018Feb1,T2,,153
Diversion,-0.3,0.1,-0.3,0.3,5,5.167,26,gender_female,smoker_yes,fine arts,2018Feb1,T2,,153
Experiment,0.1,0.3,0.1,0.1,3,6.269,26,gender_female,smoker_yes,fine arts,2018Feb1,T2,,153
Experiment,-0.3,0.3,-0.3,0.1,3,8.015,26,gender_female,smoker_yes,fine arts,2018Feb1,T2,,153
Experiment,-0.2,0.3,-0.2,0.1,3,8.735,23,gender_female,smoker_no,Accounting,2018Feb1,T2,,154
Diversion,0.2,0.1,0.2,0.3,5,4.904,23,gender_female,smoker_no,Accounting,2018Feb1,T2,,154
Experiment,-0.1,0.3,-0.1,0.1,3,6.903,23,gender_female,smoker_no,Accounting,2018Feb1,T2,,154
Experiment,0.0,0.3,0.0,0.1,4,4.933,23,gender_female,smoker_no,Accounting,2018Feb1,T2,,154
Control,0.2,0.1,0.4,0.1,4,8.843,23,gender_female,smoker_no,Accounting,2018Feb1,T2,,154
Experiment,0.1,0.04,0.1,0.1,4,6.885,23,gender_female,smoker_no,Accounting,2018Feb1,T2,,154
Experiment,0.0,0.04,0.0,0.1,5,8.141,23,gender_female,smoker_no,Accounting,2018Feb1,T2,,154
Control,0.2,0.1,0.4,0.1,3,7.009,23,gender_female,smoker_no,Accounting,2018Feb1,T2,,154
Experiment,-0.2,0.04,-0.2,0.1,4,7.863,23,gender_female,smoker_no,Accounting,2018Feb1,T2,,154
Control,0.2,0.1,0.4,0.1,3,6.041,23,gender_female,smoker_no,Accounting,2018Feb1,T2,,154
Experiment,-0.3,0.04,-0.3,0.1,3,5.999,23,gender_female,smoker_no,Accounting,2018Feb1,T2,,154
Experiment,-0.4,0.3,-0.4,0.1,3,6.839,23,gender_female,smoker_no,Accounting,2018Feb1,T2,,154
Experiment,0.3,0.3,0.3,0.1,3,6.408,23,gender_female,smoker_no,Accounting,2018Feb1,T2,,154
Diversion,0.2,0.1,0.2,0.3,5,3.947,23,gender_female,smoker_no,Accounting,2018Feb1,T2,,154
Experiment,-0.4,0.04,-0.4,0.1,3,5.17,23,gender_female,smoker_no,Accounting,2018Feb1,T2,,154
Experiment,-0.3,0.3,-0.3,0.1,2,6.1,23,gender_female,smoker_no,Accounting,2018Feb1,T2,,154
Experiment,0.0,0.3,0.0,0.1,2,5.026,23,gender_female,smoker_no,Accounting,2018Feb1,T2,,154
Experiment,0.2,0.04,0.2,0.1,3,5.939,23,gender_female,smoker_no,Accounting,2018Feb1,T2,,154
Control,0.2,0.1,0.4,0.1,0,0.0,23,gender_female,smoker_no,Accounting,2018Feb1,T2,,154
Control,0.2,0.1,0.4,0.1,5,3.501,23,gender_female,smoker_no,Accounting,2018Feb1,T2,,154
Experiment,-0.1,0.04,-0.1,0.1,4,4.987,23,gender_female,smoker_no,Accounting,2018Feb1,T2,,154
Experiment,0.3,0.04,0.3,0.1,3,4.606,23,gender_female,smoker_no,Accounting,2018Feb1,T2,,154
Experiment,0.0,0.04,0.0,0.1,3,5.175,23,gender_female,smoker_no,Accounting,2018Feb1,T2,,154
Experiment,0.4,0.04,0.4,0.1,4,6.106,23,gender_female,smoker_no,Accounting,2018Feb1,T2,,154
Experiment,0.2,0.3,0.2,0.1,3,5.3,23,gender_female,smoker_no,Accounting,2018Feb1,T2,,154
Diversion,0.2,0.1,0.2,0.3,5,3.313,23,gender_female,smoker_no,Accounting,2018Feb1,T2,,154
Experiment,0.4,0.3,0.4,0.1,3,5.371,23,gender_female,smoker_no,Accounting,2018Feb1,T2,,154
Experiment,0.1,0.3,0.1,0.1,3,6.474,23,gender_female,smoker_no,Accounting,2018Feb1,T2,,154
Experiment,-0.2,0.04,-0.2,0.1,3,8.385,18,gender_male,smoker_no,Accounting and finance,2018Feb1,T2,,155
Control,0.0,0.1,-0.3,0.1,3,5.838,18,gender_male,smoker_no,Accounting and finance,2018Feb1,T2,,155
Experiment,0.4,0.04,0.4,0.1,3,6.261,18,gender_male,smoker_no,Accounting and finance,2018Feb1,T2,,155
Experiment,0.0,0.04,0.0,0.1,3,5.75,18,gender_male,smoker_no,Accounting and finance,2018Feb1,T2,,155
Experiment,-0.4,0.3,-0.4,0.1,2,8.959,18,gender_male,smoker_no,Accounting and finance,2018Feb1,T2,,155
Experiment,-0.3,0.3,-0.3,0.1,2,4.719,18,gender_male,smoker_no,Accounting and finance,2018Feb1,T2,,155
Control,0.0,0.1,-0.3,0.1,2,6.758,18,gender_male,smoker_no,Accounting and finance,2018Feb1,T2,,155
Experiment,0.0,0.3,0.0,0.1,3,5.096,18,gender_male,smoker_no,Accounting and finance,2018Feb1,T2,,155
Experiment,0.2,0.3,0.2,0.1,3,5.699,18,gender_male,smoker_no,Accounting and finance,2018Feb1,T2,,155
Experiment,0.3,0.3,0.3,0.1,2,6.537,18,gender_male,smoker_no,Accounting and finance,2018Feb1,T2,,155
Control,0.0,0.1,-0.3,0.1,2,8.009,18,gender_male,smoker_no,Accounting and finance,2018Feb1,T2,,155
Experiment,0.0,0.3,0.0,0.1,2,7.69,18,gender_male,smoker_no,Accounting and finance,2018Feb1,T2,,155
Diversion,0.0,0.1,0.0,0.3,5,4.388,18,gender_male,smoker_no,Accounting and finance,2018Feb1,T2,,155
Experiment,0.3,0.04,0.3,0.1,2,5.526,18,gender_male,smoker_no,Accounting and finance,2018Feb1,T2,,155
Diversion,0.0,0.1,0.0,0.3,5,4.913,18,gender_male,smoker_no,Accounting and finance,2018Feb1,T2,,155
Experiment,0.1,0.04,0.1,0.1,3,5.827,18,gender_male,smoker_no,Accounting and finance,2018Feb1,T2,,155
Experiment,-0.4,0.04,-0.4,0.1,3,4.703,18,gender_male,smoker_no,Accounting and finance,2018Feb1,T2,,155
Diversion,0.0,0.1,0.0,0.3,4,5.994,18,gender_male,smoker_no,Accounting and finance,2018Feb1,T2,,155
Experiment,-0.3,0.04,-0.3,0.1,3,5.204,18,gender_male,smoker_no,Accounting and finance,2018Feb1,T2,,155
Experiment,0.4,0.3,0.4,0.1,2,4.419,18,gender_male,smoker_no,Accounting and finance,2018Feb1,T2,,155
Experiment,0.0,0.04,0.0,0.1,3,4.574,18,gender_male,smoker_no,Accounting and finance,2018Feb1,T2,,155
Experiment,0.2,0.04,0.2,0.1,3,6.861,18,gender_male,smoker_no,Accounting and finance,2018Feb1,T2,,155
Experiment,0.1,0.3,0.1,0.1,3,3.996,18,gender_male,smoker_no,Accounting and finance,2018Feb1,T2,,155
Experiment,-0.1,0.3,-0.1,0.1,3,3.611,18,gender_male,smoker_no,Accounting and finance,2018Feb1,T2,,155
Control,0.0,0.1,-0.3,0.1,3,3.972,18,gender_male,smoker_no,Accounting and finance,2018Feb1,T2,,155
Control,0.0,0.1,-0.3,0.1,3,4.291,18,gender_male,smoker_no,Accounting and finance,2018Feb1,T2,,155
Experiment,-0.1,0.04,-0.1,0.1,3,6.229,18,gender_male,smoker_no,Accounting and finance,2018Feb1,T2,,155
Experiment,-0.2,0.3,-0.2,0.1,2,5.796,18,gender_male,smoker_no,Accounting and finance,2018Feb1,T2,,155
Experiment,-0.2,0.3,-0.2,0.1,3,7.754,18,gender_male,smoker_no,Economics,2018Feb1,T2,,156
Diversion,-0.4,0.1,-0.4,0.3,4,7.141,18,gender_male,smoker_no,Economics,2018Feb1,T2,,156
Experiment,-0.1,0.3,-0.1,0.1,2,9.443,18,gender_male,smoker_no,Economics,2018Feb1,T2,,156
Experiment,0.4,0.3,0.4,0.1,2,7.195,18,gender_male,smoker_no,Economics,2018Feb1,T2,,156
Diversion,-0.4,0.1,-0.4,0.3,4,7.774,18,gender_male,smoker_no,Economics,2018Feb1,T2,,156
Control,-0.4,0.1,0.0,0.1,2,9.809,18,gender_male,smoker_no,Economics,2018Feb1,T2,,156
Control,-0.4,0.1,0.0,0.1,3,7.464,18,gender_male,smoker_no,Economics,2018Feb1,T2,,156
Experiment,-0.1,0.04,-0.1,0.1,3,6.449,18,gender_male,smoker_no,Economics,2018Feb1,T2,,156
Experiment,0.0,0.04,0.0,0.1,3,8.506,18,gender_male,smoker_no,Economics,2018Feb1,T2,,156
Experiment,0.2,0.3,0.2,0.1,2,8.657,18,gender_male,smoker_no,Economics,2018Feb1,T2,,156
Experiment,-0.4,0.3,-0.4,0.1,2,9.476,18,gender_male,smoker_no,Economics,2018Feb1,T2,,156
Experiment,0.1,0.3,0.1,0.1,2,7.59,18,gender_male,smoker_no,Economics,2018Feb1,T2,,156
Experiment,0.2,0.04,0.2,0.1,3,8.239,18,gender_male,smoker_no,Economics,2018Feb1,T2,,156
Experiment,-0.3,0.04,-0.3,0.1,3,12.828,18,gender_male,smoker_no,Economics,2018Feb1,T2,,156
Experiment,0.0,0.3,0.0,0.1,2,10.473,18,gender_male,smoker_no,Economics,2018Feb1,T2,,156
Experiment,0.4,0.04,0.4,0.1,2,15.504,18,gender_male,smoker_no,Economics,2018Feb1,T2,,156
Experiment,0.0,0.04,0.0,0.1,3,14.733,18,gender_male,smoker_no,Economics,2018Feb1,T2,,156
Control,-0.4,0.1,0.0,0.1,3,11.254,18,gender_male,smoker_no,Economics,2018Feb1,T2,,156
Experiment,-0.2,0.04,-0.2,0.1,3,13.621,18,gender_male,smoker_no,Economics,2018Feb1,T2,,156
Experiment,0.1,0.04,0.1,0.1,2,13.062,18,gender_male,smoker_no,Economics,2018Feb1,T2,,156
Control,-0.4,0.1,0.0,0.1,3,7.587,18,gender_male,smoker_no,Economics,2018Feb1,T2,,156
Experiment,0.3,0.3,0.3,0.1,3,10.598,18,gender_male,smoker_no,Economics,2018Feb1,T2,,156
Diversion,-0.4,0.1,-0.4,0.3,4,8.53,18,gender_male,smoker_no,Economics,2018Feb1,T2,,156
Experiment,-0.3,0.3,-0.3,0.1,2,8.676,18,gender_male,smoker_no,Economics,2018Feb1,T2,,156
Experiment,-0.4,0.04,-0.4,0.1,2,8.86,18,gender_male,smoker_no,Economics,2018Feb1,T2,,156
Experiment,0.0,0.3,0.0,0.1,2,13.648,18,gender_male,smoker_no,Economics,2018Feb1,T2,,156
Control,-0.4,0.1,0.0,0.1,3,8.898,18,gender_male,smoker_no,Economics,2018Feb1,T2,,156
Experiment,0.3,0.04,0.3,0.1,3,9.127,18,gender_male,smoker_no,Economics,2018Feb1,T2,,156
Experiment,0.3,0.04,0.3,0.1,4,3.905,18,gender_female,smoker_no,Civil Engineering,2018Feb1,T2,,157
Experiment,0.0,0.04,0.0,0.1,3,5.655,18,gender_female,smoker_no,Civil Engineering,2018Feb1,T2,,157
Experiment,0.1,0.04,0.1,0.1,3,5.981,18,gender_female,smoker_no,Civil Engineering,2018Feb1,T2,,157
Experiment,0.2,0.3,0.2,0.1,3,3.591,18,gender_female,smoker_no,Civil Engineering,2018Feb1,T2,,157
Experiment,-0.3,0.3,-0.3,0.1,3,9.452,18,gender_female,smoker_no,Civil Engineering,2018Feb1,T2,,157
Experiment,0.0,0.04,0.0,0.1,3,16.267,18,gender_female,smoker_no,Civil Engineering,2018Feb1,T2,,157
Experiment,0.0,0.3,0.0,0.1,2,3.514,18,gender_female,smoker_no,Civil Engineering,2018Feb1,T2,,157
Experiment,0.1,0.3,0.1,0.1,2,12.267,18,gender_female,smoker_no,Civil Engineering,2018Feb1,T2,,157
Experiment,0.3,0.3,0.3,0.1,2,10.031,18,gender_female,smoker_no,Civil Engineering,2018Feb1,T2,,157
Diversion,-0.4,0.1,-0.4,0.3,4,13.066,18,gender_female,smoker_no,Civil Engineering,2018Feb1,T2,,157
Control,-0.4,0.1,-0.1,0.1,0,0.0,18,gender_female,smoker_no,Civil Engineering,2018Feb1,T2,,157
Experiment,-0.3,0.04,-0.3,0.1,2,5.721,18,gender_female,smoker_no,Civil Engineering,2018Feb1,T2,,157
Control,-0.4,0.1,-0.1,0.1,2,6.286,18,gender_female,smoker_no,Civil Engineering,2018Feb1,T2,,157
Control,-0.4,0.1,-0.1,0.1,2,9.883,18,gender_female,smoker_no,Civil Engineering,2018Feb1,T2,,157
Experiment,0.4,0.04,0.4,0.1,3,4.298,18,gender_female,smoker_no,Civil Engineering,2018Feb1,T2,,157
Experiment,-0.2,0.3,-0.2,0.1,2,7.474,18,gender_female,smoker_no,Civil Engineering,2018Feb1,T2,,157
Experiment,-0.4,0.3,-0.4,0.1,2,7.432,18,gender_female,smoker_no,Civil Engineering,2018Feb1,T2,,157
Experiment,0.0,0.3,0.0,0.1,2,5.778,18,gender_female,smoker_no,Civil Engineering,2018Feb1,T2,,157
Experiment,-0.1,0.04,-0.1,0.1,3,7.303,18,gender_female,smoker_no,Civil Engineering,2018Feb1,T2,,157
Experiment,-0.4,0.04,-0.4,0.1,3,10.87,18,gender_female,smoker_no,Civil Engineering,2018Feb1,T2,,157
Experiment,0.4,0.3,0.4,0.1,3,17.568,18,gender_female,smoker_no,Civil Engineering,2018Feb1,T2,,157
Control,-0.4,0.1,-0.1,0.1,3,5.145,18,gender_female,smoker_no,Civil Engineering,2018Feb1,T2,,157
Experiment,-0.2,0.04,-0.2,0.1,2,8.141,18,gender_female,smoker_no,Civil Engineering,2018Feb1,T2,,157
Diversion,-0.4,0.1,-0.4,0.3,5,6.125,18,gender_female,smoker_no,Civil Engineering,2018Feb1,T2,,157
Experiment,0.2,0.04,0.2,0.1,2,13.719,18,gender_female,smoker_no,Civil Engineering,2018Feb1,T2,,157
Control,-0.4,0.1,-0.1,0.1,3,12.565,18,gender_female,smoker_no,Civil Engineering,2018Feb1,T2,,157
Diversion,-0.4,0.1,-0.4,0.3,4,3.34,18,gender_female,smoker_no,Civil Engineering,2018Feb1,T2,,157
Experiment,-0.1,0.3,-0.1,0.1,2,10.673,18,gender_female,smoker_no,Civil Engineering,2018Feb1,T2,,157
Experimental,7.0,5.0,7.0,1.35,4,8.603,23,gender_male,smoker_no,Science,2014-11-21,T2,,158
Experimental,9.0,5.0,7.0,1.35,5,11.877,23,gender_male,smoker_no,Science,2014-11-21,T2,,158
Experimental,9.0,0.5,9.0,1.35,2,10.218,23,gender_male,smoker_no,Science,2014-11-21,T2,,158
Experimental,7.0,0.5,9.0,1.35,3,10.572,23,gender_male,smoker_no,Science,2014-11-21,T2,,158
Experimental,7.0,0.5,7.0,1.35,3,10.863,23,gender_male,smoker_no,Science,2014-11-21,T2,,158
Experimental,7.0,5.0,8.0,1.35,2,11.345,23,gender_male,smoker_no,Science,2014-11-21,T2,,158
Control,8.0,1.35,9.0,1.35,2,13.965,23,gender_male,smoker_no,Science,2014-11-21,T2,,158
Experimental,7.0,0.5,8.0,1.35,4,12.096,23,gender_male,smoker_no,Science,2014-11-21,T2,,158
Experimental,8.0,5.0,8.0,1.35,3,10.862,23,gender_male,smoker_no,Science,2014-11-21,T2,,158
Control,8.0,5.0,9.0,5.0,5,6.943,23,gender_male,smoker_no,Science,2014-11-21,T2,,158
Experimental,9.0,0.5,8.0,1.35,2,10.926,23,gender_male,smoker_no,Science,2014-11-21,T2,,158
Control,8.0,0.5,7.0,0.5,1,9.393,23,gender_male,smoker_no,Science,2014-11-21,T2,,158
Experimental,8.0,5.0,9.0,1.35,3,10.46,23,gender_male,smoker_no,Science,2014-11-21,T2,,158
Experimental,8.0,5.0,7.0,1.35,3,10.792,23,gender_male,smoker_no,Science,2014-11-21,T2,,158
Control,8.0,1.35,9.0,1.35,2,9.661,23,gender_male,smoker_no,Science,2014-11-21,T2,,158
Control,9.0,1.35,7.0,1.35,3,11.069,23,gender_male,smoker_no,Science,2014-11-21,T2,,158
Experimental,9.0,0.5,7.0,1.35,2,9.872,23,gender_male,smoker_no,Science,2014-11-21,T2,,158
Experimental,8.0,0.5,9.0,1.35,3,12.561,23,gender_male,smoker_no,Science,2014-11-21,T2,,158
Diversion,8.0,1.35,8.0,0.5,1,9.147,23,gender_male,smoker_no,Science,2014-11-21,T2,,158
Experimental,8.0,0.5,8.0,1.35,2,10.042,23,gender_male,smoker_no,Science,2014-11-21,T2,,158
Diversion,8.0,1.35,8.0,0.5,1,7.672,23,gender_male,smoker_no,Science,2014-11-21,T2,,158
Experimental,9.0,5.0,8.0,1.35,2,11.658,23,gender_male,smoker_no,Science,2014-11-21,T2,,158
Experimental,7.0,5.0,9.0,1.35,2,10.785,23,gender_male,smoker_no,Science,2014-11-21,T2,,158
Control,8.0,1.35,9.0,1.35,3,7.424,23,gender_male,smoker_no,Science,2014-11-21,T2,,158
Experimental,8.0,0.5,7.0,1.35,3,10.47,23,gender_male,smoker_no,Science,2014-11-21,T2,,158
Experimental,9.0,5.0,9.0,1.35,3,8.556,23,gender_male,smoker_no,Science,2014-11-21,T2,,158
Control,9.0,1.35,8.0,1.35,2,9.342,23,gender_male,smoker_no,Science,2014-11-21,T2,,158
Control,8.0,1.35,7.0,1.35,3,7.592,18,gender_male,smoker_no,Engineering,2014-11-21,T2,,159
Experimental,9.0,0.5,8.0,1.35,4,8.49,18,gender_male,smoker_no,Engineering,2014-11-21,T2,,159
Diversion,8.0,1.35,8.0,5.0,5,4.263,18,gender_male,smoker_no,Engineering,2014-11-21,T2,,159
Experimental,8.0,5.0,9.0,1.35,3,7.687,18,gender_male,smoker_no,Engineering,2014-11-21,T2,,159
